Vehicle Type: Chevy Corvette (V8) 1998
Creation Date: 12/11/2012 4:57 PM
Notes: 

[Markers]

[Data]
Frame,Time,Engine RPM (SAE) rpm,Vehicle Speed (SAE) mph,Throttle Position (SAE) %,Ignition Timing Advance (SAE) °,Knock Retard °,Mass Air Flow (SAE) lb/min,Manifold Absolute Pressure (SAE) kPa,Engine Coolant Temp (SAE) °F,Intake Air Temp (SAE) °F,Delivered Engine Torque ft.lb,Trans Current Gear,Trans Input Shaft RPM rpm,Trans Output Shaft RPM rpm,TCC Mode,Delivered Trans Torque ft.lb,O2 Voltage B1S1 mV,O2 Voltage B2S1 mV,INJ. Pulse Width Avg. Bank 1 msec,INJ. Pulse Width Avg. Bank 2 msec,Short Term Fuel Trim Bank 1 (SAE) %,Short Term Fuel Trim Bank 2 (SAE) %,Long Term Fuel Trim Bank 1 (SAE) %,Long Term Fuel Trim Bank 2 (SAE) %,Cylinder Airmass g/cyl,Fuel Trim Cell,O2 Voltage B1S2 mV,O2 Voltage B2S2 mV,Fuel Tank Level gal
2247,09:19.748,1508,29,11,28.0,0.0,1.147,20.0,181,75,-10,4,1470.5,1223.5,0,0,842,829,1.7,1.7,0.0,0.0,6.3,5.5,0.08,21,833,833,17.48
2248,09:19.857,1445,29,11,27.0,0.0,1.119,21.0,181,75,-10,4,1470.5,1223.5,0,0,842,829,1.7,1.7,0.0,0.0,6.3,5.5,0.08,21,833,833,17.48
2249,09:19.982,1373,29,11,26.0,0.0,1.138,22.0,181,75,-10,4,1470.5,1223.5,0,0,842,829,1.7,1.7,0.0,0.0,6.3,5.5,0.08,21,833,833,17.48
2250,09:20.715,1373,29,9,26.0,0.0,1.138,22.0,181,75,3,4,1203.8,1192.3,0,8,859,851,2.1,2.1,-5.5,-5.5,6.3,5.5,0.15,21,877,894,17.48
2251,09:20.824,816,29,9,22.0,0.0,1.311,34.0,181,75,3,4,1203.8,1192.3,0,8,859,851,2.1,2.1,-5.5,-5.5,6.3,5.5,0.15,21,877,894,17.48
2252,09:20.964,867,29,9,29.0,0.0,2.023,40.0,181,75,3,4,1203.8,1192.3,0,8,859,851,2.1,2.1,-5.5,-5.5,6.3,5.5,0.15,21,877,894,17.48
2253,09:20.996,867,29,9,29.0,0.0,2.023,40.0,181,75,3,4,1203.8,1192.3,0,8,859,851,2.1,2.1,-5.5,-5.5,6.3,5.5,0.15,21,877,894,17.48
2254,09:21.120,953,29,9,28.5,0.0,2.192,45.0,181,75,3,4,1203.8,1192.3,0,8,859,851,2.1,2.1,-5.5,-5.5,6.3,5.5,0.15,21,877,894,17.48
2255,09:21.230,1030,29,9,29.0,0.0,2.394,48.0,181,75,3,4,1203.8,1192.3,0,8,859,851,2.1,2.1,-5.5,-5.5,6.3,5.5,0.15,21,877,894,17.48
2256,09:21.978,1030,28,18,29.0,0.0,2.394,48.0,181,75,125,4,827.0,1190.8,0,126,872,851,3.9,3.7,-10.2,-10.2,14.8,14.8,0.25,5,842,851,17.48
2257,09:22.103,1261,28,18,34.0,0.0,2.922,52.0,181,75,125,4,827.0,1190.8,0,126,872,851,3.9,3.7,-10.2,-10.2,14.8,14.8,0.25,5,842,851,17.48
2258,09:22.244,1287,28,18,34.5,0.0,2.935,51.0,181,75,125,4,827.0,1190.8,0,126,872,851,3.9,3.7,-10.2,-10.2,14.8,14.8,0.25,5,842,851,17.48
2259,09:22.368,1299,28,18,35.0,0.0,3.243,52.0,181,75,125,4,827.0,1190.8,0,126,872,851,3.9,3.7,-10.2,-10.2,14.8,14.8,0.25,5,842,851,17.48
2260,09:23.148,1299,29,20,35.0,0.0,3.243,52.0,181,75,117,4,852.8,1228.5,0,118,842,65,4.8,5.4,0.0,2.3,11.7,10.9,0.36,9,530,326,17.47
2261,09:23.273,1567,29,20,32.5,0.0,5.660,72.0,181,75,117,4,852.8,1228.5,0,118,842,65,4.8,5.4,0.0,2.3,11.7,10.9,0.36,9,530,326,17.47
2262,09:23.398,1625,29,20,32.0,0.0,6.807,77.0,181,75,117,4,852.8,1228.5,0,118,842,65,4.8,5.4,0.0,2.3,11.7,10.9,0.36,9,530,326,17.47
2263,09:23.554,1682,29,20,29.5,0.0,7.049,81.0,181,75,117,4,852.8,1228.5,0,118,842,65,4.8,5.4,0.0,2.3,11.7,10.9,0.36,9,530,326,17.47
2264,09:24.272,1682,31,32,29.5,0.0,7.049,81.0,181,75,230,3,918.5,1322.5,0,226,339,794,7.6,7.2,6.3,1.6,12.5,12.5,0.45,14,664,516,17.47
2265,09:24.381,2014,31,32,30.5,0.0,8.148,82.0,181,75,230,3,918.5,1322.5,0,226,339,794,7.6,7.2,6.3,1.6,12.5,12.5,0.45,14,664,516,17.47
2266,09:24.521,2021,31,32,31.0,0.0,8.113,81.0,181,75,230,3,918.5,1322.5,0,226,339,794,7.6,7.2,6.3,1.6,12.5,12.5,0.45,14,664,516,17.47
2267,09:24.552,2021,31,32,31.0,0.0,8.113,81.0,181,75,230,3,918.5,1322.5,0,226,339,794,7.6,7.2,6.3,1.6,12.5,12.5,0.45,14,664,516,17.47
2268,09:24.662,2037,31,32,31.0,0.0,7.959,81.0,181,75,230,3,918.5,1322.5,0,226,339,794,7.6,7.2,6.3,1.6,12.5,12.5,0.45,14,664,516,17.47
2269,09:24.786,2038,31,32,31.0,0.0,8.007,81.0,181,75,230,3,918.5,1322.5,0,226,339,794,7.6,7.2,6.3,1.6,12.5,12.5,0.45,14,664,516,17.47
2270,09:25.504,2038,35,33,31.0,0.0,8.007,81.0,181,73,220,3,1506.3,1510.8,0,214,720,803,6.3,6.2,3.9,-0.8,11.7,12.5,0.37,10,707,716,17.47
2271,09:25.660,1936,35,33,34.0,0.0,6.404,69.0,181,73,220,3,1506.3,1510.8,0,214,720,803,6.3,6.2,3.9,-0.8,11.7,12.5,0.37,10,707,716,17.47
2272,09:25.769,1938,35,33,34.5,0.0,5.314,63.0,181,73,220,3,1506.3,1510.8,0,214,720,803,6.3,6.2,3.9,-0.8,11.7,12.5,0.37,10,707,716,17.47
2273,09:25.941,1918,35,33,36.5,0.0,3.975,63.0,181,73,220,3,1506.3,1510.8,0,214,720,803,6.3,6.2,3.9,-0.8,11.7,12.5,0.37,10,707,716,17.47
2274,09:26.658,1918,39,21,36.5,0.0,3.975,63.0,181,73,106,4,1334.5,1624.0,0,110,143,61,4.6,4.7,4.7,-5.5,13.3,11.7,0.30,6,777,803,17.47
2275,09:26.783,1517,39,21,36.0,0.0,4.004,55.0,181,73,106,4,1334.5,1624.0,0,110,143,61,4.6,4.7,4.7,-5.5,13.3,11.7,0.30,6,777,803,17.47
2276,09:26.908,1518,39,21,36.0,0.0,4.015,55.0,181,73,106,4,1334.5,1624.0,0,110,143,61,4.6,4.7,4.7,-5.5,13.3,11.7,0.30,6,777,803,17.47
2277,09:27.017,1533,39,21,36.5,0.0,4.004,55.0,181,73,106,4,1334.5,1624.0,0,110,143,61,4.6,4.7,4.7,-5.5,13.3,11.7,0.30,6,777,803,17.47
2278,09:27.766,1533,40,21,36.5,0.0,4.004,55.0,181,73,128,4,1159.3,1667.5,0,128,48,820,4.4,4.3,-6.2,-6.2,13.3,11.7,0.30,6,781,773,17.47
2279,09:27.906,1541,40,21,36.5,0.0,4.004,55.0,181,73,128,4,1159.3,1667.5,0,128,48,820,4.4,4.3,-6.2,-6.2,13.3,11.7,0.30,6,781,773,17.47
2280,09:28.031,1543,40,21,36.5,0.0,3.954,55.0,181,73,128,4,1159.3,1667.5,0,128,48,820,4.4,4.3,-6.2,-6.2,13.3,11.7,0.30,6,781,773,17.47
2281,09:28.078,1543,40,21,36.5,0.0,3.954,55.0,181,73,128,4,1159.3,1667.5,0,128,48,820,4.4,4.3,-6.2,-6.2,13.3,11.7,0.30,6,781,773,17.47
2282,09:28.203,1541,40,21,37.5,0.0,3.385,49.0,181,73,128,4,1159.3,1667.5,0,128,48,820,4.4,4.3,-6.2,-6.2,13.3,11.7,0.30,6,781,773,17.47
2283,09:28.328,1521,40,21,28.5,0.0,1.626,39.0,181,73,128,4,1159.3,1667.5,0,128,48,820,4.4,4.3,-6.2,-6.2,13.3,11.7,0.30,6,781,773,17.47
2284,09:29.076,1521,40,11,28.5,0.0,1.626,39.0,181,73,41,4,1182.0,1698.5,0,32,829,816,2.1,2.0,-6.2,-6.2,9.4,8.6,0.13,1,760,760,17.47
2285,09:29.201,1199,40,11,23.5,0.0,1.212,27.0,181,73,41,4,1182.0,1698.5,0,32,829,816,2.1,2.0,-6.2,-6.2,9.4,8.6,0.13,1,760,760,17.47
2286,09:29.310,1193,40,11,23.5,0.0,1.130,26.0,181,73,41,4,1182.0,1698.5,0,32,829,816,2.1,2.0,-6.2,-6.2,9.4,8.6,0.13,1,760,760,17.47
2287,09:29.451,1171,40,11,23.5,0.0,1.095,26.0,181,73,41,4,1182.0,1698.5,0,32,829,816,2.1,2.0,-6.2,-6.2,9.4,8.6,0.13,1,760,760,17.47
2288,09:30.153,1171,40,9,23.5,0.0,1.095,26.0,181,73,8,4,1158.5,1669.5,0,8,48,48,1.9,1.8,0.8,1.6,6.3,5.5,0.11,21,755,751,17.47
2289,09:30.278,1117,40,9,23.5,0.0,1.110,26.0,181,73,8,4,1158.5,1669.5,0,8,48,48,1.9,1.8,0.8,1.6,6.3,5.5,0.11,21,755,751,17.47
2290,09:30.434,1105,40,9,23.5,0.0,1.110,26.0,181,73,8,4,1158.5,1669.5,0,8,48,48,1.9,1.8,0.8,1.6,6.3,5.5,0.11,21,755,751,17.47
2291,09:30.543,1090,40,9,23.0,0.0,1.112,26.0,181,73,8,4,1158.5,1669.5,0,8,48,48,1.9,1.8,0.8,1.6,6.3,5.5,0.11,21,755,751,17.47
2292,09:31.260,1090,39,9,23.0,0.0,1.112,26.0,181,73,11,4,1136.3,1629.5,0,10,169,773,2.0,1.9,0.0,-0.8,6.3,5.5,0.11,21,751,755,17.46
2293,09:31.401,1091,39,9,23.0,0.0,1.110,26.0,181,73,11,4,1136.3,1629.5,0,10,169,773,2.0,1.9,0.0,-0.8,6.3,5.5,0.11,21,751,755,17.46
2294,09:31.526,1078,39,9,23.0,0.0,1.112,26.0,181,73,11,4,1136.3,1629.5,0,10,169,773,2.0,1.9,0.0,-0.8,6.3,5.5,0.11,21,751,755,17.46
2295,09:31.557,1078,39,9,23.0,0.0,1.112,26.0,181,73,11,4,1136.3,1629.5,0,10,169,773,2.0,1.9,0.0,-0.8,6.3,5.5,0.11,21,751,755,17.46
2296,09:31.697,1083,39,9,23.0,0.0,1.105,26.0,181,73,11,4,1136.3,1629.5,0,10,169,773,2.0,1.9,0.0,-0.8,6.3,5.5,0.11,21,751,755,17.46
2297,09:31.822,1071,39,9,23.0,0.0,1.115,26.0,181,73,11,4,1136.3,1629.5,0,10,169,773,2.0,1.9,0.0,-0.8,6.3,5.5,0.11,21,751,755,17.46
2298,09:32.586,1071,38,9,23.0,0.0,1.115,26.0,181,73,12,4,1103.8,1583.8,0,24,52,95,2.6,2.9,3.1,0.0,9.4,8.6,0.20,5,725,738,17.46
2299,09:32.711,1255,38,9,35.0,0.0,2.474,42.0,181,73,12,4,1103.8,1583.8,0,24,52,95,2.6,2.9,3.1,0.0,9.4,8.6,0.20,5,725,738,17.46
2300,09:32.836,1271,38,9,35.0,0.0,2.511,43.0,181,73,12,4,1103.8,1583.8,0,24,52,95,2.6,2.9,3.1,0.0,9.4,8.6,0.20,5,725,738,17.46
2301,09:32.976,1283,38,9,35.5,0.0,2.508,44.0,181,73,12,4,1103.8,1583.8,0,24,52,95,2.6,2.9,3.1,0.0,9.4,8.6,0.20,5,725,738,17.46
2302,09:33.725,1283,38,16,35.5,0.0,2.508,44.0,181,73,83,4,1099.0,1577.5,0,82,87,117,3.7,3.4,-6.2,-3.9,14.8,14.8,0.17,5,773,742,17.46
2303,09:33.850,1204,38,16,23.5,0.0,1.329,32.0,181,73,83,4,1099.0,1577.5,0,82,87,117,3.7,3.4,-6.2,-3.9,14.8,14.8,0.17,5,773,742,17.46
2304,09:33.975,1176,38,16,23.5,0.0,1.275,30.0,181,73,83,4,1099.0,1577.5,0,82,87,117,3.7,3.4,-6.2,-3.9,14.8,14.8,0.17,5,773,742,17.46
2305,09:34.100,1151,38,16,23.5,0.0,1.258,30.0,181,73,83,4,1099.0,1577.5,0,82,87,117,3.7,3.4,-6.2,-3.9,14.8,14.8,0.17,5,773,742,17.46
2306,09:34.864,1151,38,9,23.5,0.0,1.258,30.0,181,73,17,4,1096.3,1569.8,0,12,43,61,1.9,2.0,0.0,0.0,6.3,5.5,0.12,21,768,742,17.46
2307,09:34.989,1051,38,9,23.0,0.0,1.105,27.0,181,73,17,4,1096.3,1569.8,0,12,43,61,1.9,2.0,0.0,0.0,6.3,5.5,0.12,21,768,742,17.46
2308,09:35.098,1054,38,9,23.0,0.0,1.110,27.0,181,73,17,4,1096.3,1569.8,0,12,43,61,1.9,2.0,0.0,0.0,6.3,5.5,0.12,21,768,742,17.46
2309,09:35.129,1054,38,9,23.0,0.0,1.110,27.0,183,73,17,4,1096.3,1569.8,0,12,43,61,1.9,2.0,0.0,0.0,6.3,5.5,0.12,21,768,742,17.46
2310,09:35.254,1052,38,9,23.0,0.0,1.112,27.0,183,73,17,4,1096.3,1569.8,0,12,43,61,1.9,2.0,0.0,0.0,6.3,5.5,0.12,21,768,742,17.46
2311,09:35.379,1054,38,9,23.0,0.0,1.086,27.0,183,73,17,4,1096.3,1569.8,0,12,43,61,1.9,2.0,0.0,0.0,6.3,5.5,0.12,21,768,742,17.46
2312,09:36.096,1054,37,9,23.0,0.0,1.086,27.0,183,73,14,4,1058.5,1521.8,0,12,833,87,2.0,2.0,-0.8,3.1,6.3,5.5,0.12,21,760,269,17.46
2313,09:36.206,1032,37,9,23.0,0.0,1.107,28.0,183,73,14,4,1058.5,1521.8,0,12,833,87,2.0,2.0,-0.8,3.1,6.3,5.5,0.12,21,760,269,17.46
2314,09:36.330,1024,37,9,23.0,0.0,1.102,28.0,183,73,14,4,1058.5,1521.8,0,12,833,87,2.0,2.0,-0.8,3.1,6.3,5.5,0.12,21,760,269,17.46
2315,09:36.471,1033,37,9,23.0,0.0,1.111,27.0,183,73,14,4,1058.5,1521.8,0,12,833,87,2.0,2.0,-0.8,3.1,6.3,5.5,0.12,21,760,269,17.46
2316,09:37.188,1033,35,9,23.0,0.0,1.111,27.0,183,73,14,4,1031.5,1482.0,0,14,373,95,2.1,2.1,0.0,3.9,6.3,5.5,0.12,21,751,226,17.46
2317,09:37.313,997,35,9,23.0,0.0,1.106,28.0,183,73,14,4,1031.5,1482.0,0,14,373,95,2.1,2.1,0.0,3.9,6.3,5.5,0.12,21,751,226,17.46
2318,09:37.438,1012,35,9,23.0,0.0,1.108,28.0,183,73,14,4,1031.5,1482.0,0,14,373,95,2.1,2.1,0.0,3.9,6.3,5.5,0.12,21,751,226,17.46
2319,09:37.547,1005,35,9,23.0,0.0,1.095,28.0,183,73,14,4,1031.5,1482.0,0,14,373,95,2.1,2.1,0.0,3.9,6.3,5.5,0.12,21,751,226,17.46
2320,09:38.265,1005,34,9,23.0,0.0,1.095,28.0,183,73,16,4,998.0,1429.3,0,14,56,69,2.0,2.1,1.6,3.9,6.3,5.5,0.13,21,751,204,17.46
2321,09:38.421,997,34,9,22.5,0.0,1.105,28.0,183,73,16,4,998.0,1429.3,0,14,56,69,2.0,2.1,1.6,3.9,6.3,5.5,0.13,21,751,204,17.46
2322,09:38.530,1001,34,9,23.0,0.0,1.095,28.0,183,73,16,4,998.0,1429.3,0,14,56,69,2.0,2.1,1.6,3.9,6.3,5.5,0.13,21,751,204,17.46
2323,09:38.561,1001,34,9,23.0,0.0,1.095,28.0,183,73,16,4,998.0,1429.3,0,14,56,69,2.0,2.1,1.6,3.9,6.3,5.5,0.13,21,751,204,17.46
2324,09:38.686,995,34,9,22.5,0.0,1.098,28.0,183,73,16,4,998.0,1429.3,0,14,56,69,2.0,2.1,1.6,3.9,6.3,5.5,0.13,21,751,204,17.46
2325,09:38.795,994,34,9,22.5,0.0,1.101,28.0,183,73,16,4,998.0,1429.3,0,14,56,69,2.0,2.1,1.6,3.9,6.3,5.5,0.13,21,751,204,17.46
2326,09:39.528,994,34,9,22.5,0.0,1.101,28.0,183,73,16,4,971.3,1395.5,0,16,213,829,2.1,2.1,3.1,0.8,6.3,5.5,0.18,21,747,169,17.46
2327,09:39.653,1090,34,9,23.0,0.0,1.374,35.0,183,73,16,4,971.3,1395.5,0,16,213,829,2.1,2.1,3.1,0.8,6.3,5.5,0.18,21,747,169,17.46
2328,09:39.778,1076,34,9,31.0,0.0,8.224,73.0,183,73,16,4,971.3,1395.5,0,16,213,829,2.1,2.1,3.1,0.8,6.3,5.5,0.18,21,747,169,17.46
2329,09:39.903,1272,34,9,26.0,0.0,1.546,48.0,183,73,16,4,971.3,1395.5,0,16,213,829,2.1,2.1,3.1,0.8,6.3,5.5,0.18,21,747,169,17.46
2330,09:40.667,1272,34,11,26.0,0.0,1.546,48.0,183,73,74,2,965.8,1395.5,0,266,929,920,10.0,2.1,-2.3,-2.3,12.5,14.8,0.27,6,859,868,17.46
2331,09:40.823,1272,34,11,35.0,0.0,9.618,81.0,183,73,74,2,965.8,1395.5,0,266,929,920,10.0,2.1,-2.3,-2.3,12.5,14.8,0.27,6,859,868,17.46
2332,09:40.948,1603,34,11,27.0,0.0,1.656,49.0,183,73,74,2,965.8,1395.5,0,266,929,920,10.0,2.1,-2.3,-2.3,12.5,14.8,0.27,6,859,868,17.46
2333,09:41.073,1653,34,11,39.5,0.0,8.696,80.0,183,73,74,2,965.8,1395.5,0,266,929,920,10.0,2.1,-2.3,-2.3,12.5,14.8,0.27,6,859,868,17.46
2334,09:41.837,1653,35,36,39.5,0.0,8.696,80.0,183,73,186,4,1029.3,1457.8,0,96,825,299,8.3,7.8,-5.5,-5.5,12.5,12.5,0.51,14,391,200,17.46
2335,09:41.962,2139,35,36,28.0,0.0,8.728,85.0,183,73,186,4,1029.3,1457.8,0,96,825,299,8.3,7.8,-5.5,-5.5,12.5,12.5,0.51,14,391,200,17.46
2336,09:42.087,2244,35,36,34.5,0.0,1.687,44.0,183,73,186,4,1029.3,1457.8,0,96,825,299,8.3,7.8,-5.5,-5.5,12.5,12.5,0.51,14,391,200,17.46
2337,09:42.118,2244,35,36,34.5,0.0,1.687,44.0,185,73,186,4,1029.3,1457.8,0,96,825,299,8.3,7.8,-5.5,-5.5,12.5,12.5,0.51,14,391,200,17.46
2338,09:42.258,1866,35,36,30.5,0.0,1.608,33.0,185,73,186,4,1029.3,1457.8,0,96,825,299,8.3,7.8,-5.5,-5.5,12.5,12.5,0.51,14,391,200,17.46
2339,09:42.383,1432,35,36,26.0,0.0,1.537,31.0,185,73,186,4,1029.3,1457.8,0,96,825,299,8.3,7.8,-5.5,-5.5,12.5,12.5,0.51,14,391,200,17.46
2340,09:43.101,1432,37,11,26.0,0.0,1.537,31.0,185,73,25,4,1069.5,1536.8,0,26,738,751,2.0,2.0,-3.1,-3.1,6.3,5.5,0.13,21,846,877,17.46
2341,09:43.210,1071,37,11,23.0,0.0,1.094,28.0,185,73,25,4,1069.5,1536.8,0,26,738,751,2.0,2.0,-3.1,-3.1,6.3,5.5,0.13,21,846,877,17.46
2342,09:43.350,1046,37,11,23.0,0.0,1.086,28.0,185,73,25,4,1069.5,1536.8,0,26,738,751,2.0,2.0,-3.1,-3.1,6.3,5.5,0.13,21,846,877,17.46
2343,09:43.460,1034,37,11,23.0,0.0,1.093,27.0,185,73,25,4,1069.5,1536.8,0,26,738,751,2.0,2.0,-3.1,-3.1,6.3,5.5,0.13,21,846,877,17.46
2344,09:44.193,1034,36,9,23.0,0.0,1.093,27.0,185,73,14,4,1045.3,1508.8,0,12,39,39,2.0,2.0,-0.8,-0.8,6.3,5.5,0.12,21,803,812,17.46
2345,09:44.318,1026,36,9,23.0,0.0,1.091,28.0,185,73,14,4,1045.3,1508.8,0,12,39,39,2.0,2.0,-0.8,-0.8,6.3,5.5,0.12,21,803,812,17.46
2346,09:44.442,1035,36,9,23.0,0.0,1.098,28.0,185,73,14,4,1045.3,1508.8,0,12,39,39,2.0,2.0,-0.8,-0.8,6.3,5.5,0.12,21,803,812,17.46
2347,09:44.552,1022,36,9,23.0,0.0,1.089,27.0,185,73,14,4,1045.3,1508.8,0,12,39,39,2.0,2.0,-0.8,-0.8,6.3,5.5,0.12,21,803,812,17.46
2348,09:45.316,1022,35,9,23.0,0.0,1.089,27.0,185,73,21,4,1027.8,1473.0,0,50,256,74,4.1,4.4,3.1,-1.6,14.8,14.8,0.32,5,534,777,17.46
2349,09:45.456,1446,35,9,31.5,0.0,1.089,61.0,185,73,21,4,1027.8,1473.0,0,50,256,74,4.1,4.4,3.1,-1.6,14.8,14.8,0.32,5,534,777,17.46
2350,09:45.597,1537,35,9,34.0,0.0,4.484,61.0,185,73,21,4,1027.8,1473.0,0,50,256,74,4.1,4.4,3.1,-1.6,14.8,14.8,0.32,5,534,777,17.46
2351,09:45.628,1537,35,9,34.0,0.0,4.484,61.0,183,73,21,4,1027.8,1473.0,0,50,256,74,4.1,4.4,3.1,-1.6,14.8,14.8,0.32,5,534,777,17.46
2352,09:45.753,1549,35,9,34.5,0.0,4.504,60.0,183,73,21,4,1027.8,1473.0,0,50,256,74,4.1,4.4,3.1,-1.6,14.8,14.8,0.32,5,534,777,17.46
2353,09:45.878,1571,35,9,34.5,0.0,4.521,61.0,183,73,21,4,1027.8,1473.0,0,50,256,74,4.1,4.4,3.1,-1.6,14.8,14.8,0.32,5,534,777,17.46
2354,09:46.611,1571,36,23,34.5,0.0,4.521,61.0,183,73,148,4,1057.8,1523.8,0,148,56,777,5.4,4.9,-3.1,-4.7,11.7,12.5,0.32,10,434,417,17.46
2355,09:46.720,1564,36,23,36.0,0.0,4.037,57.0,183,73,148,4,1057.8,1523.8,0,148,56,777,5.4,4.9,-3.1,-4.7,11.7,12.5,0.32,10,434,417,17.46
2356,09:46.845,1550,36,23,36.5,0.0,3.971,55.0,183,73,148,4,1057.8,1523.8,0,148,56,777,5.4,4.9,-3.1,-4.7,11.7,12.5,0.32,10,434,417,17.46
2357,09:47.001,1524,36,23,36.5,0.0,3.954,55.0,183,73,148,4,1057.8,1523.8,0,148,56,777,5.4,4.9,-3.1,-4.7,11.7,12.5,0.32,10,434,417,17.46
2358,09:47.718,1524,37,21,36.5,0.0,3.954,55.0,183,73,129,4,1098.0,1577.5,0,128,799,655,4.5,4.4,-3.9,-3.9,13.3,11.7,0.29,6,616,642,17.45
2359,09:47.843,1513,37,21,36.5,0.0,3.906,55.0,183,73,129,4,1098.0,1577.5,0,128,799,655,4.5,4.4,-3.9,-3.9,13.3,11.7,0.29,6,616,642,17.45
2360,09:47.952,1513,37,21,36.5,0.0,3.885,55.0,183,73,129,4,1098.0,1577.5,0,128,799,655,4.5,4.4,-3.9,-3.9,13.3,11.7,0.29,6,616,642,17.45
2361,09:48.077,1505,37,21,36.5,0.0,3.890,55.0,183,73,129,4,1098.0,1577.5,0,128,799,655,4.5,4.4,-3.9,-3.9,13.3,11.7,0.29,6,616,642,17.45
2362,09:48.733,1505,39,21,36.5,0.0,3.890,55.0,183,73,126,4,1123.8,1618.8,0,124,690,508,4.8,4.6,3.1,3.9,13.3,11.7,0.29,6,681,664,17.45
2363,09:48.857,1512,39,21,36.5,0.0,3.869,54.0,183,73,126,4,1123.8,1618.8,0,124,690,508,4.8,4.6,3.1,3.9,13.3,11.7,0.29,6,681,664,17.45
2364,09:48.967,1510,39,21,36.5,0.0,3.873,54.0,183,73,126,4,1123.8,1618.8,0,124,690,508,4.8,4.6,3.1,3.9,13.3,11.7,0.29,6,681,664,17.45
2365,09:48.982,1510,39,21,36.5,0.0,3.873,54.0,185,73,126,4,1123.8,1618.8,0,124,690,508,4.8,4.6,3.1,3.9,13.3,11.7,0.29,6,681,664,17.45
2366,09:49.107,1511,39,21,36.5,0.0,3.873,54.0,185,73,126,4,1123.8,1618.8,0,124,690,508,4.8,4.6,3.1,3.9,13.3,11.7,0.29,6,681,664,17.45
2367,09:49.232,1518,39,21,37.0,0.0,3.873,54.0,185,73,126,4,1123.8,1618.8,0,124,690,508,4.8,4.6,3.1,3.9,13.3,11.7,0.29,6,681,664,17.45
2368,09:49.981,1518,40,21,37.0,0.0,3.873,54.0,185,72,125,4,1152.3,1662.3,0,124,820,781,4.3,4.3,-5.5,2.3,13.3,11.7,0.29,6,760,655,17.45
2369,09:50.105,1527,40,21,37.0,0.0,3.845,54.0,185,72,125,4,1152.3,1662.3,0,124,820,781,4.3,4.3,-5.5,2.3,13.3,11.7,0.29,6,760,655,17.45
2370,09:50.215,1525,40,21,37.5,0.0,3.249,51.0,185,72,125,4,1152.3,1662.3,0,124,820,781,4.3,4.3,-5.5,2.3,13.3,11.7,0.29,6,760,655,17.45
2371,09:50.355,1508,40,21,38.0,0.0,2.484,43.0,185,72,125,4,1152.3,1662.3,0,124,820,781,4.3,4.3,-5.5,2.3,13.3,11.7,0.29,6,760,655,17.45
2372,09:51.073,1508,40,10,38.0,0.0,2.484,43.0,185,72,40,4,1174.0,1684.8,0,28,846,838,2.0,1.9,-3.9,-5.5,7.8,7.0,0.11,21,768,712,17.45
2373,09:51.197,1157,40,10,23.5,0.0,1.134,27.0,185,72,40,4,1174.0,1684.8,0,28,846,838,2.0,1.9,-3.9,-5.5,7.8,7.0,0.11,21,768,712,17.45
2374,09:51.338,1115,40,10,23.5,0.0,1.128,26.0,185,72,40,4,1174.0,1684.8,0,28,846,838,2.0,1.9,-3.9,-5.5,7.8,7.0,0.11,21,768,712,17.45
2375,09:51.463,1121,40,10,23.5,0.0,1.124,26.0,185,72,40,4,1174.0,1684.8,0,28,846,838,2.0,1.9,-3.9,-5.5,7.8,7.0,0.11,21,768,712,17.45
2376,09:52.165,1121,40,9,23.5,0.0,1.124,26.0,185,72,11,4,1155.8,1660.0,0,10,35,39,1.9,1.9,-1.6,-0.8,6.3,5.5,0.12,21,781,725,17.45
2377,09:52.305,1137,40,9,23.5,0.0,1.345,28.0,185,72,11,4,1155.8,1660.0,0,10,35,39,1.9,1.9,-1.6,-0.8,6.3,5.5,0.12,21,781,725,17.45
2378,09:52.430,1163,40,9,23.5,0.0,1.126,26.0,185,72,11,4,1155.8,1660.0,0,10,35,39,1.9,1.9,-1.6,-0.8,6.3,5.5,0.12,21,781,725,17.45
2379,09:52.461,1163,40,9,23.5,0.0,1.126,26.0,185,72,11,4,1155.8,1660.0,0,10,35,39,1.9,1.9,-1.6,-0.8,6.3,5.5,0.12,21,781,725,17.45
2380,09:52.586,1153,40,9,23.5,0.0,1.110,26.0,185,72,11,4,1155.8,1660.0,0,10,35,39,1.9,1.9,-1.6,-0.8,6.3,5.5,0.12,21,781,725,17.45
2381,09:52.711,1132,40,9,23.5,0.0,1.110,26.0,185,72,11,4,1155.8,1660.0,0,10,35,39,1.9,1.9,-1.6,-0.8,6.3,5.5,0.12,21,781,725,17.45
2382,09:53.475,1132,39,9,23.5,0.0,1.110,26.0,185,72,11,4,1122.8,1620.5,0,10,78,295,2.0,1.8,4.7,1.6,6.3,5.5,0.11,21,768,473,17.45
2383,09:53.600,1084,39,9,23.0,0.0,1.112,26.0,185,72,11,4,1122.8,1620.5,0,10,78,295,2.0,1.8,4.7,1.6,6.3,5.5,0.11,21,768,473,17.45
2384,09:53.725,1073,39,9,23.0,0.0,1.114,27.0,185,72,11,4,1122.8,1620.5,0,10,78,295,2.0,1.8,4.7,1.6,6.3,5.5,0.11,21,768,473,17.45
2385,09:53.849,1067,39,9,23.0,0.0,1.110,27.0,185,72,11,4,1122.8,1620.5,0,10,78,295,2.0,1.8,4.7,1.6,6.3,5.5,0.11,21,768,473,17.45
